product_id,product_name,skin_category,aspect,sentiment,count
561732,데일리 라이트핏 선젤 50ml,건성,가격/가성비,positive,2
561732,데일리 라이트핏 선젤 50ml,건성,발림성/흡수력,negative,6
561732,데일리 라이트핏 선젤 50ml,건성,발림성/흡수력,positive,4
561732,데일리 라이트핏 선젤 50ml,복합성,가격/가성비,negative,1
561732,데일리 라이트핏 선젤 50ml,복합성,가격/가성비,positive,2
561732,데일리 라이트핏 선젤 50ml,복합성,발림성/흡수력,negative,3
561732,데일리 라이트핏 선젤 50ml,복합성,발림성/흡수력,positive,2
561732,데일리 라이트핏 선젤 50ml,복합성,보습/수분,positive,2
561732,데일리 라이트핏 선젤 50ml,지성,발림성/흡수력,negative,3
561732,데일리 라이트핏 선젤 50ml,지성,발림성/흡수력,positive,2
561732,데일리 라이트핏 선젤 50ml,지성,보습/수분,positive,1
561732,데일리 라이트핏 선젤 50ml,지성,효과,positive,1
1205514,미남크림 톤업 화이트닝 남자톤업크림 50ml,건성,가격/가성비,positive,2
1205514,미남크림 톤업 화이트닝 남자톤업크림 50ml,건성,발림성/흡수력,negative,1
1205514,미남크림 톤업 화이트닝 남자톤업크림 50ml,복합성,가격/가성비,positive,3
1205514,미남크림 톤업 화이트닝 남자톤업크림 50ml,복합성,발림성/흡수력,positive,5
1205514,미남크림 톤업 화이트닝 남자톤업크림 50ml,복합성,보습/수분,positive,1
1205514,미남크림 톤업 화이트닝 남자톤업크림 50ml,복합성,용기/디자인,positive,1
1205514,미남크림 톤업 화이트닝 남자톤업크림 50ml,복합성,트러블/자극,negative,2
1205514,미남크림 톤업 화이트닝 남자톤업크림 50ml,복합성,향,positive,1
1205514,미남크림 톤업 화이트닝 남자톤업크림 50ml,복합성,효과,positive,2
1205514,미남크림 톤업 화이트닝 남자톤업크림 50ml,지성,발림성/흡수력,positive,4
1205514,미남크림 톤업 화이트닝 남자톤업크림 50ml,지성,보습/수분,positive,2
1205514,미남크림 톤업 화이트닝 남자톤업크림 50ml,지성,지속력,positive,1
1205514,미남크림 톤업 화이트닝 남자톤업크림 50ml,지성,트러블/자극,negative,1
1218467,1025 독도 토너 500ml(+독도 클렌저 40ml + 워터겔 마스크 1매 증정),건성,가격/가성비,negative,3
1218467,1025 독도 토너 500ml(+독도 클렌저 40ml + 워터겔 마스크 1매 증정),건성,가격/가성비,positive,30
1218467,1025 독도 토너 500ml(+독도 클렌저 40ml + 워터겔 마스크 1매 증정),건성,발림성/흡수력,negative,8
1218467,1025 독도 토너 500ml(+독도 클렌저 40ml + 워터겔 마스크 1매 증정),건성,발림성/흡수력,positive,25
1218467,1025 독도 토너 500ml(+독도 클렌저 40ml + 워터겔 마스크 1매 증정),건성,보습/수분,negative,15
1218467,1025 독도 토너 500ml(+독도 클렌저 40ml + 워터겔 마스크 1매 증정),건성,보습/수분,positive,53
1218467,1025 독도 토너 500ml(+독도 클렌저 40ml + 워터겔 마스크 1매 증정),건성,용기/디자인,positive,1
1218467,1025 독도 토너 500ml(+독도 클렌저 40ml + 워터겔 마스크 1매 증정),건성,트러블/자극,negative,49
1218467,1025 독도 토너 500ml(+독도 클렌저 40ml + 워터겔 마스크 1매 증정),건성,트러블/자극,positive,14
1218467,1025 독도 토너 500ml(+독도 클렌저 40ml + 워터겔 마스크 1매 증정),건성,향,negative,2
1218467,1025 독도 토너 500ml(+독도 클렌저 40ml + 워터겔 마스크 1매 증정),건성,향,positive,6
1218467,1025 독도 토너 500ml(+독도 클렌저 40ml + 워터겔 마스크 1매 증정),건성,효과,negative,1
1218467,1025 독도 토너 500ml(+독도 클렌저 40ml + 워터겔 마스크 1매 증정),건성,효과,positive,3
1218467,1025 독도 토너 500ml(+독도 클렌저 40ml + 워터겔 마스크 1매 증정),민감성,가격/가성비,negative,1
1218467,1025 독도 토너 500ml(+독도 클렌저 40ml + 워터겔 마스크 1매 증정),민감성,가격/가성비,positive,20
1218467,1025 독도 토너 500ml(+독도 클렌저 40ml + 워터겔 마스크 1매 증정),민감성,발림성/흡수력,negative,13
1218467,1025 독도 토너 500ml(+독도 클렌저 40ml + 워터겔 마스크 1매 증정),민감성,발림성/흡수력,positive,7
1218467,1025 독도 토너 500ml(+독도 클렌저 40ml + 워터겔 마스크 1매 증정),민감성,보습/수분,negative,3
1218467,1025 독도 토너 500ml(+독도 클렌저 40ml + 워터겔 마스크 1매 증정),민감성,보습/수분,positive,29
1218467,1025 독도 토너 500ml(+독도 클렌저 40ml + 워터겔 마스크 1매 증정),민감성,지속력,positive,1
1218467,1025 독도 토너 500ml(+독도 클렌저 40ml + 워터겔 마스크 1매 증정),민감성,트러블/자극,negative,28
1218467,1025 독도 토너 500ml(+독도 클렌저 40ml + 워터겔 마스크 1매 증정),민감성,트러블/자극,neutral,1
1218467,1025 독도 토너 500ml(+독도 클렌저 40ml + 워터겔 마스크 1매 증정),민감성,트러블/자극,positive,16
1218467,1025 독도 토너 500ml(+독도 클렌저 40ml + 워터겔 마스크 1매 증정),민감성,향,negative,1
1218467,1025 독도 토너 500ml(+독도 클렌저 40ml + 워터겔 마스크 1매 증정),민감성,효과,negative,2
1218467,1025 독도 토너 500ml(+독도 클렌저 40ml + 워터겔 마스크 1매 증정),민감성,효과,positive,8
1218467,1025 독도 토너 500ml(+독도 클렌저 40ml + 워터겔 마스크 1매 증정),복합성,가격/가성비,negative,6
1218467,1025 독도 토너 500ml(+독도 클렌저 40ml + 워터겔 마스크 1매 증정),복합성,가격/가성비,neutral,1
1218467,1025 독도 토너 500ml(+독도 클렌저 40ml + 워터겔 마스크 1매 증정),복합성,가격/가성비,positive,97
1218467,1025 독도 토너 500ml(+독도 클렌저 40ml + 워터겔 마스크 1매 증정),복합성,발림성/흡수력,negative,35
1218467,1025 독도 토너 500ml(+독도 클렌저 40ml + 워터겔 마스크 1매 증정),복합성,발림성/흡수력,positive,66
1218467,1025 독도 토너 500ml(+독도 클렌저 40ml + 워터겔 마스크 1매 증정),복합성,보습/수분,negative,28
1218467,1025 독도 토너 500ml(+독도 클렌저 40ml + 워터겔 마스크 1매 증정),복합성,보습/수분,positive,150
1218467,1025 독도 토너 500ml(+독도 클렌저 40ml + 워터겔 마스크 1매 증정),복합성,용기/디자인,positive,1
1218467,1025 독도 토너 500ml(+독도 클렌저 40ml + 워터겔 마스크 1매 증정),복합성,지속력,positive,2
1218467,1025 독도 토너 500ml(+독도 클렌저 40ml + 워터겔 마스크 1매 증정),복합성,트러블/자극,negative,111
1218467,1025 독도 토너 500ml(+독도 클렌저 40ml + 워터겔 마스크 1매 증정),복합성,트러블/자극,positive,38
1218467,1025 독도 토너 500ml(+독도 클렌저 40ml + 워터겔 마스크 1매 증정),복합성,향,negative,8
1218467,1025 독도 토너 500ml(+독도 클렌저 40ml + 워터겔 마스크 1매 증정),복합성,향,positive,16
1218467,1025 독도 토너 500ml(+독도 클렌저 40ml + 워터겔 마스크 1매 증정),복합성,효과,positive,15
1218467,1025 독도 토너 500ml(+독도 클렌저 40ml + 워터겔 마스크 1매 증정),지성,가격/가성비,negative,3
1218467,1025 독도 토너 500ml(+독도 클렌저 40ml + 워터겔 마스크 1매 증정),지성,가격/가성비,positive,66
1218467,1025 독도 토너 500ml(+독도 클렌저 40ml + 워터겔 마스크 1매 증정),지성,발림성/흡수력,negative,15
1218467,1025 독도 토너 500ml(+독도 클렌저 40ml + 워터겔 마스크 1매 증정),지성,발림성/흡수력,positive,42
1218467,1025 독도 토너 500ml(+독도 클렌저 40ml + 워터겔 마스크 1매 증정),지성,보습/수분,negative,11
1218467,1025 독도 토너 500ml(+독도 클렌저 40ml + 워터겔 마스크 1매 증정),지성,보습/수분,positive,93
1218467,1025 독도 토너 500ml(+독도 클렌저 40ml + 워터겔 마스크 1매 증정),지성,용기/디자인,positive,2
1218467,1025 독도 토너 500ml(+독도 클렌저 40ml + 워터겔 마스크 1매 증정),지성,지속력,positive,1
1218467,1025 독도 토너 500ml(+독도 클렌저 40ml + 워터겔 마스크 1매 증정),지성,트러블/자극,negative,47
1218467,1025 독도 토너 500ml(+독도 클렌저 40ml + 워터겔 마스크 1매 증정),지성,트러블/자극,positive,31
1218467,1025 독도 토너 500ml(+독도 클렌저 40ml + 워터겔 마스크 1매 증정),지성,향,negative,2
1218467,1025 독도 토너 500ml(+독도 클렌저 40ml + 워터겔 마스크 1매 증정),지성,향,positive,11
1218467,1025 독도 토너 500ml(+독도 클렌저 40ml + 워터겔 마스크 1매 증정),지성,효과,positive,14
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,건성,가격/가성비,negative,1
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,건성,가격/가성비,positive,44
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,건성,발림성/흡수력,negative,3
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,건성,발림성/흡수력,positive,27
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,건성,보습/수분,negative,2
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,건성,보습/수분,positive,9
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,건성,용기/디자인,positive,2
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,건성,지속력,negative,2
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,건성,지속력,neutral,1
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,건성,지속력,positive,58
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,건성,트러블/자극,negative,7
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,건성,트러블/자극,positive,2
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,건성,향,negative,12
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,건성,향,neutral,6
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,건성,향,positive,270
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,건성,효과,positive,5
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,민감성,가격/가성비,negative,1
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,민감성,가격/가성비,positive,18
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,민감성,발림성/흡수력,negative,1
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,민감성,발림성/흡수력,positive,13
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,민감성,보습/수분,positive,5
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,민감성,지속력,negative,1
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,민감성,지속력,neutral,1
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,민감성,지속력,positive,32
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,민감성,트러블/자극,negative,1
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,민감성,트러블/자극,positive,1
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,민감성,향,negative,2
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,민감성,향,neutral,1
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,민감성,향,positive,115
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,민감성,효과,positive,2
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,복합성,가격/가성비,negative,2
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,복합성,가격/가성비,neutral,1
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,복합성,가격/가성비,positive,91
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,복합성,발림성/흡수력,negative,20
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,복합성,발림성/흡수력,positive,52
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,복합성,보습/수분,negative,2
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,복합성,보습/수분,neutral,1
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,복합성,보습/수분,positive,29
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,복합성,용기/디자인,positive,3
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,복합성,지속력,negative,5
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,복합성,지속력,neutral,3
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,복합성,지속력,positive,117
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,복합성,트러블/자극,negative,25
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,복합성,트러블/자극,neutral,1
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,복합성,트러블/자극,positive,7
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,복합성,향,negative,46
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,복합성,향,neutral,8
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,복합성,향,positive,598
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,복합성,효과,negative,1
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,복합성,효과,positive,9
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,지성,가격/가성비,negative,3
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,지성,가격/가성비,positive,81
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,지성,발림성/흡수력,negative,15
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,지성,발림성/흡수력,positive,30
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,지성,보습/수분,negative,2
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,지성,보습/수분,neutral,1
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,지성,보습/수분,positive,29
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,지성,용기/디자인,negative,1
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,지성,용기/디자인,positive,2
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,지성,지속력,negative,9
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,지성,지속력,neutral,1
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,지성,지속력,positive,109
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,지성,트러블/자극,negative,18
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,지성,트러블/자극,positive,8
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,지성,향,negative,37
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,지성,향,neutral,3
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,지성,향,positive,574
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,지성,효과,negative,2
1246381,[+바디워시 증정] 퍼퓸 데오 바디스프레이 200ml 프레쉬향,지성,효과,positive,8
1253549,그린티 리프레싱 바디로션 200ml,복합성,가격/가성비,positive,1
1253549,그린티 리프레싱 바디로션 200ml,복합성,발림성/흡수력,negative,2
1253549,그린티 리프레싱 바디로션 200ml,복합성,발림성/흡수력,positive,5
1253549,그린티 리프레싱 바디로션 200ml,복합성,보습/수분,negative,1
1253549,그린티 리프레싱 바디로션 200ml,복합성,보습/수분,positive,6
1253549,그린티 리프레싱 바디로션 200ml,복합성,지속력,positive,2
1253549,그린티 리프레싱 바디로션 200ml,복합성,향,positive,11
1350491,[증정] 속보습 세라마이드 아토 집중 캡슐 크림 230ml 2 pack,건성,가격/가성비,negative,3
1350491,[증정] 속보습 세라마이드 아토 집중 캡슐 크림 230ml 2 pack,건성,가격/가성비,positive,5
1350491,[증정] 속보습 세라마이드 아토 집중 캡슐 크림 230ml 2 pack,건성,발림성/흡수력,negative,8
1350491,[증정] 속보습 세라마이드 아토 집중 캡슐 크림 230ml 2 pack,건성,발림성/흡수력,positive,3
1350491,[증정] 속보습 세라마이드 아토 집중 캡슐 크림 230ml 2 pack,건성,보습/수분,negative,8
1350491,[증정] 속보습 세라마이드 아토 집중 캡슐 크림 230ml 2 pack,건성,보습/수분,positive,18
1350491,[증정] 속보습 세라마이드 아토 집중 캡슐 크림 230ml 2 pack,건성,트러블/자극,negative,8
1350491,[증정] 속보습 세라마이드 아토 집중 캡슐 크림 230ml 2 pack,건성,트러블/자극,positive,1
1350491,[증정] 속보습 세라마이드 아토 집중 캡슐 크림 230ml 2 pack,건성,향,positive,4
1350491,[증정] 속보습 세라마이드 아토 집중 캡슐 크림 230ml 2 pack,건성,효과,negative,2
1350491,[증정] 속보습 세라마이드 아토 집중 캡슐 크림 230ml 2 pack,건성,효과,positive,4
1350491,[증정] 속보습 세라마이드 아토 집중 캡슐 크림 230ml 2 pack,민감성,발림성/흡수력,negative,1
1350491,[증정] 속보습 세라마이드 아토 집중 캡슐 크림 230ml 2 pack,민감성,발림성/흡수력,positive,4
1350491,[증정] 속보습 세라마이드 아토 집중 캡슐 크림 230ml 2 pack,민감성,보습/수분,negative,4
1350491,[증정] 속보습 세라마이드 아토 집중 캡슐 크림 230ml 2 pack,민감성,보습/수분,positive,9
1350491,[증정] 속보습 세라마이드 아토 집중 캡슐 크림 230ml 2 pack,민감성,지속력,negative,1
1350491,[증정] 속보습 세라마이드 아토 집중 캡슐 크림 230ml 2 pack,민감성,트러블/자극,negative,3
1350491,[증정] 속보습 세라마이드 아토 집중 캡슐 크림 230ml 2 pack,민감성,트러블/자극,positive,3
1350491,[증정] 속보습 세라마이드 아토 집중 캡슐 크림 230ml 2 pack,민감성,향,negative,1
1350491,[증정] 속보습 세라마이드 아토 집중 캡슐 크림 230ml 2 pack,민감성,향,positive,1
1350491,[증정] 속보습 세라마이드 아토 집중 캡슐 크림 230ml 2 pack,민감성,효과,positive,1
1350491,[증정] 속보습 세라마이드 아토 집중 캡슐 크림 230ml 2 pack,복합성,가격/가성비,positive,11
1350491,[증정] 속보습 세라마이드 아토 집중 캡슐 크림 230ml 2 pack,복합성,발림성/흡수력,negative,4
1350491,[증정] 속보습 세라마이드 아토 집중 캡슐 크림 230ml 2 pack,복합성,발림성/흡수력,positive,9
1350491,[증정] 속보습 세라마이드 아토 집중 캡슐 크림 230ml 2 pack,복합성,보습/수분,negative,8
1350491,[증정] 속보습 세라마이드 아토 집중 캡슐 크림 230ml 2 pack,복합성,보습/수분,positive,27
1350491,[증정] 속보습 세라마이드 아토 집중 캡슐 크림 230ml 2 pack,복합성,용기/디자인,neutral,1
1350491,[증정] 속보습 세라마이드 아토 집중 캡슐 크림 230ml 2 pack,복합성,용기/디자인,positive,3
1350491,[증정] 속보습 세라마이드 아토 집중 캡슐 크림 230ml 2 pack,복합성,트러블/자극,negative,5
1350491,[증정] 속보습 세라마이드 아토 집중 캡슐 크림 230ml 2 pack,복합성,트러블/자극,positive,3
1350491,[증정] 속보습 세라마이드 아토 집중 캡슐 크림 230ml 2 pack,복합성,향,positive,1
1350491,[증정] 속보습 세라마이드 아토 집중 캡슐 크림 230ml 2 pack,복합성,효과,positive,3
1350491,[증정] 속보습 세라마이드 아토 집중 캡슐 크림 230ml 2 pack,지성,가격/가성비,positive,3
1350491,[증정] 속보습 세라마이드 아토 집중 캡슐 크림 230ml 2 pack,지성,발림성/흡수력,negative,3
1350491,[증정] 속보습 세라마이드 아토 집중 캡슐 크림 230ml 2 pack,지성,발림성/흡수력,positive,5
1350491,[증정] 속보습 세라마이드 아토 집중 캡슐 크림 230ml 2 pack,지성,보습/수분,negative,2
1350491,[증정] 속보습 세라마이드 아토 집중 캡슐 크림 230ml 2 pack,지성,보습/수분,positive,6
1350491,[증정] 속보습 세라마이드 아토 집중 캡슐 크림 230ml 2 pack,지성,용기/디자인,positive,1
1350491,[증정] 속보습 세라마이드 아토 집중 캡슐 크림 230ml 2 pack,지성,트러블/자극,negative,1
1412627,[세트] 다우트리스 바디미스트 3종 100ml(2개),건성,가격/가성비,negative,1
1412627,[세트] 다우트리스 바디미스트 3종 100ml(2개),건성,가격/가성비,positive,1
1412627,[세트] 다우트리스 바디미스트 3종 100ml(2개),건성,발림성/흡수력,positive,1
1412627,[세트] 다우트리스 바디미스트 3종 100ml(2개),건성,지속력,positive,1
1412627,[세트] 다우트리스 바디미스트 3종 100ml(2개),건성,트러블/자극,negative,1
1412627,[세트] 다우트리스 바디미스트 3종 100ml(2개),건성,향,negative,3
1412627,[세트] 다우트리스 바디미스트 3종 100ml(2개),건성,향,positive,12
1412627,[세트] 다우트리스 바디미스트 3종 100ml(2개),민감성,가격/가성비,positive,1
1412627,[세트] 다우트리스 바디미스트 3종 100ml(2개),민감성,향,positive,7
1412627,[세트] 다우트리스 바디미스트 3종 100ml(2개),민감성,효과,positive,1
1412627,[세트] 다우트리스 바디미스트 3종 100ml(2개),복합성,가격/가성비,positive,8
1412627,[세트] 다우트리스 바디미스트 3종 100ml(2개),복합성,발림성/흡수력,positive,3
1412627,[세트] 다우트리스 바디미스트 3종 100ml(2개),복합성,보습/수분,positive,1
1412627,[세트] 다우트리스 바디미스트 3종 100ml(2개),복합성,지속력,positive,7
1412627,[세트] 다우트리스 바디미스트 3종 100ml(2개),복합성,트러블/자극,negative,1
1412627,[세트] 다우트리스 바디미스트 3종 100ml(2개),복합성,트러블/자극,positive,3
1412627,[세트] 다우트리스 바디미스트 3종 100ml(2개),복합성,향,negative,2
1412627,[세트] 다우트리스 바디미스트 3종 100ml(2개),복합성,향,positive,36
1412627,[세트] 다우트리스 바디미스트 3종 100ml(2개),복합성,효과,positive,1
1412627,[세트] 다우트리스 바디미스트 3종 100ml(2개),지성,가격/가성비,positive,6
1412627,[세트] 다우트리스 바디미스트 3종 100ml(2개),지성,발림성/흡수력,positive,1
1412627,[세트] 다우트리스 바디미스트 3종 100ml(2개),지성,지속력,negative,1
1412627,[세트] 다우트리스 바디미스트 3종 100ml(2개),지성,지속력,positive,8
1412627,[세트] 다우트리스 바디미스트 3종 100ml(2개),지성,트러블/자극,positive,2
1412627,[세트] 다우트리스 바디미스트 3종 100ml(2개),지성,향,negative,2
1412627,[세트] 다우트리스 바디미스트 3종 100ml(2개),지성,향,positive,27
1491184,셀러스 선 젤 플러스,복합성,가격/가성비,positive,1
1491184,셀러스 선 젤 플러스,복합성,발림성/흡수력,negative,3
1491184,셀러스 선 젤 플러스,복합성,발림성/흡수력,positive,6
1491184,셀러스 선 젤 플러스,복합성,보습/수분,positive,6
1491184,셀러스 선 젤 플러스,복합성,트러블/자극,negative,3
1491184,셀러스 선 젤 플러스,복합성,트러블/자극,positive,2
1493323,세라마이드샷 앰플 대용량 100ml,건성,가격/가성비,positive,20
1493323,세라마이드샷 앰플 대용량 100ml,건성,발림성/흡수력,negative,6
1493323,세라마이드샷 앰플 대용량 100ml,건성,발림성/흡수력,neutral,1
1493323,세라마이드샷 앰플 대용량 100ml,건성,발림성/흡수력,positive,11
1493323,세라마이드샷 앰플 대용량 100ml,건성,보습/수분,negative,15
1493323,세라마이드샷 앰플 대용량 100ml,건성,보습/수분,neutral,1
1493323,세라마이드샷 앰플 대용량 100ml,건성,보습/수분,positive,42
1493323,세라마이드샷 앰플 대용량 100ml,건성,용기/디자인,positive,1
1493323,세라마이드샷 앰플 대용량 100ml,건성,지속력,positive,2
1493323,세라마이드샷 앰플 대용량 100ml,건성,트러블/자극,negative,5
1493323,세라마이드샷 앰플 대용량 100ml,건성,향,negative,1
1493323,세라마이드샷 앰플 대용량 100ml,건성,효과,positive,4
1493323,세라마이드샷 앰플 대용량 100ml,민감성,가격/가성비,positive,4
1493323,세라마이드샷 앰플 대용량 100ml,민감성,발림성/흡수력,negative,1
1493323,세라마이드샷 앰플 대용량 100ml,민감성,발림성/흡수력,positive,6
1493323,세라마이드샷 앰플 대용량 100ml,민감성,보습/수분,negative,3
1493323,세라마이드샷 앰플 대용량 100ml,민감성,보습/수분,positive,17
1493323,세라마이드샷 앰플 대용량 100ml,민감성,트러블/자극,negative,2
1493323,세라마이드샷 앰플 대용량 100ml,민감성,트러블/자극,positive,4
1493323,세라마이드샷 앰플 대용량 100ml,복합성,가격/가성비,negative,3
1493323,세라마이드샷 앰플 대용량 100ml,복합성,가격/가성비,positive,20
1493323,세라마이드샷 앰플 대용량 100ml,복합성,발림성/흡수력,negative,6
1493323,세라마이드샷 앰플 대용량 100ml,복합성,발림성/흡수력,positive,4
1493323,세라마이드샷 앰플 대용량 100ml,복합성,보습/수분,negative,12
1493323,세라마이드샷 앰플 대용량 100ml,복합성,보습/수분,positive,59
1493323,세라마이드샷 앰플 대용량 100ml,복합성,지속력,positive,1
1493323,세라마이드샷 앰플 대용량 100ml,복합성,트러블/자극,negative,7
1493323,세라마이드샷 앰플 대용량 100ml,복합성,트러블/자극,positive,6
1493323,세라마이드샷 앰플 대용량 100ml,복합성,향,positive,2
1493323,세라마이드샷 앰플 대용량 100ml,복합성,효과,negative,1
1493323,세라마이드샷 앰플 대용량 100ml,복합성,효과,positive,4
1493323,세라마이드샷 앰플 대용량 100ml,지성,가격/가성비,negative,1
1493323,세라마이드샷 앰플 대용량 100ml,지성,가격/가성비,positive,5
1493323,세라마이드샷 앰플 대용량 100ml,지성,발림성/흡수력,negative,2
1493323,세라마이드샷 앰플 대용량 100ml,지성,발림성/흡수력,positive,4
1493323,세라마이드샷 앰플 대용량 100ml,지성,보습/수분,positive,13
1493323,세라마이드샷 앰플 대용량 100ml,지성,지속력,positive,1
1493323,세라마이드샷 앰플 대용량 100ml,지성,트러블/자극,negative,4
1493323,세라마이드샷 앰플 대용량 100ml,지성,효과,positive,1
1516336,비타민 B9 톤업 미백 크림 65ml,건성,가격/가성비,positive,1
1516336,비타민 B9 톤업 미백 크림 65ml,건성,발림성/흡수력,negative,1
1516336,비타민 B9 톤업 미백 크림 65ml,건성,발림성/흡수력,positive,8
1516336,비타민 B9 톤업 미백 크림 65ml,건성,보습/수분,positive,3
1516336,비타민 B9 톤업 미백 크림 65ml,건성,트러블/자극,positive,1
1516336,비타민 B9 톤업 미백 크림 65ml,건성,효과,positive,2
1516336,비타민 B9 톤업 미백 크림 65ml,복합성,가격/가성비,negative,1
1516336,비타민 B9 톤업 미백 크림 65ml,복합성,가격/가성비,positive,2
1516336,비타민 B9 톤업 미백 크림 65ml,복합성,발림성/흡수력,negative,2
1516336,비타민 B9 톤업 미백 크림 65ml,복합성,발림성/흡수력,positive,6
